index,ideology_score,worldview_alignment
970706052,0.25,0.5833333333333334
19822126,0.53125,0.625
27733684,0.208163278000747,0.25
20915409,0.359375,0.125
279305665,0.275,0.2222222222222222
91503590,0.2,0.3
824676321418629120,0.196428571428571,0.5
1365842168,0.1875,0.375
494042942,0.083333333333333,0.625
202774023,0.28125,1.0
1682258371,0.2,0.8333333333333334
14672963,0.275,0.6666666666666666
2606359454,0.168426227596166,0.5555555555555556
538459864,0.4,0.16666666666666666
14344496,,0.5
22931660,0.464285714285714,0.5714285714285714
1093494866,0.25,0.625
397133183,0.25,0.7142857142857143
23825051,0.125,0.5
21008013,0.318181818181818,0.375
628660825,0.277777777777777,0.1111111111111111
3003620035,0.375,0.7142857142857143
17031934,0.25,0.25
53283278,0.5,0.6153846153846154
29073939,0.28125,0.8333333333333334
250655665,0.25,0.5
1250395016,0.25,0.42857142857142855
1974319093,0.25,0.5
19948383,0.35,0.5714285714285714
16182141,0.166666666666666,0.1111111111111111
335879878,0.375,0.75
300192455,0.148652865038103,0.2857142857142857
208154098,0.0,0.42857142857142855
464815693,0.303571428571428,0.375
2159425900,0.25,0.375
95802312,1.0,0.2857142857142857
344918904,0.45,0.42857142857142855
1093220220,1.0,0.5
341272035,0.291666666666666,0.4
20702394,0.0,0.5
295621079,0.25,0.5
703615311711330304,0.916666666666666,0.8333333333333334
1348343316,0.25,0.625
3842172078,0.277777777777777,0.25
1216557248,0.25,0.42857142857142855
897688524241207296,0.25,0.38461538461538464
704501696525787136,0.166666666666666,0.6666666666666666
3233128577,0.25,0.7142857142857143
2191111430,0.25,0.5
37387727,0.233333333333333,0.6666666666666666
1950103820,0.25,0.6
3818382012,0.166666666666666,0.375
1621996069,0.5,0.5
823306293255532546,,0.5
789176444207321088,0.3125,0.75
22824733,0.125,1.0
258921238,0.25,0.125
283096687,0.3,0.5714285714285714
282884150,0.333333333333333,0.625
3589220899,0.35,0.625
232838916,0.136363636363636,0.5555555555555556
2575915724,0.333333333333333,0.5714285714285714
155998467,0.225,0.4444444444444444
449451484,0.111111111111111,0.4166666666666667
520138835,0.321428571428571,0.36363636363636365
31585693,0.181818181818181,0.0
27975874,0.0,0.6
880615797567234053,,0.5
464156610,0.25,0.3333333333333333
1455670278,0.142857142857142,0.3333333333333333
216003080,0.375,0.0
26402930,0.192105263157894,0.0
188912641,0.208333333333333,0.5
4824321689,0.288461538461538,0.45454545454545453
489825874,0.1875,0.8
25753069,0.204905286868235,0.375
741841538,0.321428571428571,0.375
42436866,0.19709091692867,0.42857142857142855
34050474,0.25,0.6666666666666666
15588688,0.272727272727272,0.5714285714285714
18071459,0.7621951219512191,0.5714285714285714
4901834513,0.25,0.6
90590607,0.25,1.0
15075797,0.333333333333333,0.2857142857142857
780550317616214020,,0.5
12891382,0.279539568166464,0.4
942056471293976577,,0.5
20945705,0.125,0.3333333333333333
44158017,0.28125,0.625
806839555,0.25,0.8333333333333334
65731776,0.095516110618185,0.5
21832208,0.25,0.5
794251041839529984,0.234375,0.375
371567250,0.147811239275662,0.2857142857142857
511079248,0.6666666666666661,0.5714285714285714
885321037424078848,0.375,0.8571428571428571
1066222170,0.25,0.42857142857142855
800849248652840961,,0.5
312387472,0.7000000000000001,0.6666666666666666
32500756,0.178674429109355,0.5
201377061,0.125,0.9
915239916,0.208333333333333,0.7142857142857143
419983894,0.277777777777777,0.16666666666666666
358618003,0.1875,0.625
427704594,0.166666666666666,0.5
826627039985819653,,0.5
796828641556594688,0.0,0.6363636363636364
248469693,0.273148148148148,0.8333333333333334
720776556,0.280466487311454,0.8181818181818182
4478958561,0.2,0.5
243440810,0.25,0.4444444444444444
762060,0.25,0.4
188216649,0.25,0.375
131042743,0.288461538461538,0.5714285714285714
780037202499739649,,0.5
16847767,0.155172413793103,0.6666666666666666
885626677,0.25,0.5
2546271496,0.214363785668738,0.4444444444444444
4800598694,0.0625,0.6666666666666666
1381289574,0.285714285714285,0.625
20464538,0.6666666666666661,1.0
447195919,0.4,0.75
804916603,0.25,0.5
3183661021,0.0,0.625
4914305528,0.25,0.42857142857142855
2821605819,0.25,0.75
21900041,0.5,0.6666666666666666
1596494690,0.366666666666666,0.5555555555555556
14775050,0.357142857142857,0.6666666666666666
29209071,0.25,0.5
825619093654953986,,0.5
102399691,0.177083333333333,0.38461538461538464
770575610,0.257692307692307,0.5
381016510,0.333333333333333,0.42857142857142855
190637206,0.178571428571428,0.5
303947001,0.333333333333333,0.4444444444444444
19294634,0.289473684210526,0.25
21431950,0.101449275362318,0.5555555555555556
74725212,0.5059049130251361,0.4444444444444444
15938984,0.15625,0.5555555555555556
56056088,0.375,0.6
168818394,0.283333333333333,0.5
21430872,0.25,0.5
1293286250,0.25,0.42857142857142855
61366620,0.3,0.375
1443745662,0.125,0.8181818181818182
3419128989,0.214285714285714,0.6
81979135,0.308823529411764,0.5
3257591580,0.223214285714285,0.625
973977446017052674,,0.5
845463837738459136,0.1,0.3333333333333333
1419388124,0.15,0.5714285714285714
2574664840,0.25,0.3333333333333333
2378956525,0.116071428571428,0.2222222222222222
2520790105,0.333333333333333,0.6
879377924209737728,0.818181818181818,1.0
300532585,0.75,0.4
3448872975,0.25,0.5
3354099425,0.25,0.75
3278682020,0.121428571428571,0.6666666666666666
2543794168,0.178571428571428,0.8571428571428571
988216817306034178,,0.5
330648184,0.375,0.5
178243149,0.375,0.6
2792720831,0.25,0.7777777777777778
42784926,0.25,0.42857142857142855
1499682164,0.25,0.2222222222222222
1581691465,0.291666666666666,0.7142857142857143
33235771,0.256451612903225,0.5
22881505,0.416666666666666,0.4
100822546,0.25,0.4166666666666667
760811778112647168,0.25,0.3333333333333333
472503942,0.1875,0.3333333333333333
37731769,0.280405405405405,0.4
3248463512,0.201388888888888,0.42857142857142855
18453278,0.283088235294117,0.3333333333333333
991634754,0.255208333333333,0.375
480605581,,0.5
784199915517861890,,0.5
3087071556,,0.5
16497945,0.28125,0.8
45321454,0.301894924306427,0.2857142857142857
19739126,0.75,0.9
34529469,0.333333333333333,0.5
47231175,0.197368421052631,0.625
821433498783404035,,0.5
460482889,0.25,0.625
73005586,0.25,0.5
18567229,0.222383720930232,0.42857142857142855
247591270,0.8214285714285711,0.5
241257336,0.25,0.2857142857142857
949060758,0.295454545454545,0.5555555555555556
408714534,0.3375,0.6666666666666666
777713015797850112,0.295454545454545,0.6666666666666666
1414118940,0.25,0.4
455483958,0.25,0.2857142857142857
24919772,0.078125,0.42857142857142855
81667148,0.25,0.5555555555555556
2311095618,0.166666666666666,0.4
458778352,0.8148148148148141,0.6666666666666666
48224749,0.05,0.5
181655719,0.321428571428571,0.3333333333333333
129683769,0.283333333333333,0.36363636363636365
28640666,0.221153846153846,0.125
1072970280249769985,,0.5
782770337272520704,0.1875,0.75
79306562,0.178571428571428,0.5555555555555556
917593567761137667,,0.5
337489668,0.2375,0.5
821840834794586113,,0.5
34998160,0.3125,0.5
426510507,0.9375,0.5714285714285714
992641523274498048,0.184837428576884,0.7777777777777778
1636011996,0.208333333333333,0.5714285714285714
47764008,0.256738590966766,0.375
144206754,0.2109375,0.3333333333333333
737394188,0.166666666666666,0.7777777777777778
1664423797,0.25,0.6666666666666666
24630383,0.321428571428571,0.4444444444444444
19608677,0.15625,0.6
1499545332,0.205882352941176,0.16666666666666666
930282753756749824,0.15625,0.625
4118184194,0.07111268766368,0.5555555555555556
746098995236216833,,0.5
33119227,0.5,0.3333333333333333
499293498,0.125,0.625
637386423,0.25,0.625
2857247324,0.205882352941176,0.4166666666666667
843049653188923392,0.1875,0.875
88981786,0.25,0.125
407531069,0.25,0.625
2424902046,0.0,0.2857142857142857
244390024,0.083333333333333,0.75
518721139,0.214285714285714,0.6666666666666666
755437441931022336,0.059523809523809,0.5
727940609533710337,,0.5
394188905,0.159090909090909,0.5454545454545454
85584581,,0.5
927649442433560576,0.7291666666666661,0.7142857142857143
12256592,0.333333333333333,0.4444444444444444
183299247,0.234167347414011,0.5
40040544,0.225,0.5555555555555556
1388667673,0.109114060745178,0.5
55084119,0.25,0.2857142857142857
2428129975,0.15,0.0
49483516,0.198033124400801,0.42857142857142855
326451303,0.15,0.5555555555555556
203804565,0.0,0.2
28953199,,0.5
1965930534,0.15,0.7272727272727273
17573871,0.187244270008043,0.5
1955282190,0.359375,0.16666666666666666
353942943,0.115384615384615,0.875
866884148,0.416666666666666,0.8
9783422,,0.5
19602229,0.1875,0.8333333333333334
351153307,0.25,0.5555555555555556
2658832810,0.215088413494792,0.0
16207616,,0.5
2505542756,0.25,0.3333333333333333
210318675,0.192307692307692,0.4444444444444444
13218102,0.442307692307692,0.4444444444444444
1045713782,0.181818181818181,0.42857142857142855
544698147,0.25,0.25
834895446485061634,,0.5
20188931,0.264705882352941,0.6666666666666666
16356201,0.125,0.42857142857142855
46396958,0.25,0.42857142857142855
740595126,0.3125,0.5714285714285714
42920600,0.0625,0.75
755764789893357568,0.9,0.6666666666666666
1885444430,0.24,0.4
73953084,0.166666666666666,0.6666666666666666
105969831,0.25,0.6
414999435,0.5,0.6666666666666666
20658769,,0.5
200581165,0.15625,0.8
1012254978,0.234281251923394,0.3333333333333333
1016763230,0.326923076923076,0.2
40735297,0.25,0.7142857142857143
17758367,0.23076923076923,0.2222222222222222
49518099,0.21875,0.5
20785506,0.5,0.16666666666666666
1480941773010751498,,0.5
834439614,0.260869565217391,0.7
1138040814452518913,,0.5
28626749,0.25,0.5
22454663,0.25,0.1111111111111111
375462311,0.25,0.5
276240984,0.25,0.4
17143313,0.22560975609756,0.4
1874106846,0.306552654278502,0.75
28842653,0.289285714285714,0.5454545454545454
780497544170254336,0.269230769230769,0.5
15714742,0.146551724137931,0.2222222222222222
14985036,0.256756756756756,0.16666666666666666
49047058,0.295454545454545,0.4444444444444444
829835209256292352,0.7837837837837831,0.875
27076325,0.15625,0.75
49031257,0.291666666666666,0.4166666666666667
283827806,0.238340671803837,0.625
94844504,0.166666666666666,0.7142857142857143
239953056,0.269230769230769,0.6666666666666666
2574530555,0.192307692307692,0.625
2222189017,0.3125,0.1111111111111111
502239069,0.25,0.5
405249707,0.15530303030303,0.375
273177606,0.277777777777777,0.4444444444444444
832464518588428288,0.5,0.5
754805752083124224,,0.5
777009953890598912,0.157760225838311,0.6666666666666666
17781206,0.375,0.3333333333333333
18601783,0.193181818181818,0.7
24438509,0.7812500000000001,1.0
37590318,0.875,0.8
56489083,0.25,0.7142857142857143
846779323,0.25,0.25
182182978,0.238888888888888,0.375
2694976944,0.23076923076923,0.5
19044831,0.25,0.7777777777777778
862302824,0.813636363636363,0.875
92030413,0.25,0.6666666666666666
770229417968857088,0.2,0.5555555555555556
617378499,0.166666666666666,0.5
58425534,0.5,0.42857142857142855
707038250385281024,0.285714285714285,0.8888888888888888
1423668308,0.185794998250152,0.8571428571428571
3046713973,0.25,0.42857142857142855
34248212,,0.5
729385700869611520,0.208333333333333,0.5714285714285714
85056149,0.6184210526315791,0.8
2465155724,0.294117647058823,0.5555555555555556
2914080250,0.15,0.5
300459029,0.416666666666666,0.4444444444444444
39682563,0.166666666666666,0.5555555555555556
188180746,0.272727272727272,0.5555555555555556
20878310,0.1875,0.8571428571428571
1017032688060911616,0.277777777777777,0.7
125597540,0.25,0.625
557451407,0.25,0.75
923021926271942657,,0.5
223643794,0.23076923076923,1.0
45756906,0.333333333333333,0.375
513265708,0.194018686281189,0.75
97999355,0.0,0.6666666666666666
817863028175675392,0.45,0.4444444444444444
825114606171516937,,0.5
59183986,0.375,0.5454545454545454
24362769,0.25,0.5
979288783,0.181818181818181,0.6
4460317547,0.28125,0.6
114670386,0.25,0.2222222222222222
368480421,0.375,0.4444444444444444
189261413,0.5,0.6666666666666666
266771835,0.375,0.375
936693199569002496,0.25,0.3333333333333333
907258501,0.932692307692307,0.8571428571428571
47282419,0.416666666666666,0.625
4218009012,,0.5
43604188,0.15625,0.5
32273235,0.222222222222222,0.4444444444444444
41941359,0.227272727272727,0.5714285714285714
164657015,0.347826086956521,0.5555555555555556
329268865,0.0,0.7
4783648233,0.375,0.5
108764893,0.318181818181818,0.5
4020405970,0.2,0.875
42800376,0.5,0.625
230353328,0.333333333333333,0.2222222222222222
3151950054,0.0,0.625
508307472,0.116666666666666,0.4
38822249,0.333333333333333,0.375
541919349,0.083333333333333,0.6363636363636364
21818413,0.25,0.4444444444444444
2376261181,0.384615384615384,0.3333333333333333
508034406,0.357142857142857,0.5
22019929,0.25,0.2222222222222222
7597712,0.45186144711737,0.5555555555555556
362738870,0.416666666666666,0.5
16986563,0.25,0.3
808811923852693505,,0.5
23565650,0.171875,0.16666666666666666
1463877786,0.428160919540229,0.625
2400842840,0.208333333333333,0.5555555555555556
108198580,0.25,0.8888888888888888
774844570139922435,,0.5
1054012590899159040,0.59375,0.5
388633428,0.25,0.6666666666666666
845424059152322560,0.35,0.42857142857142855
2924327303,0.3125,0.6666666666666666
259864160,0.3125,0.8
3380797665,0.25,0.75
390551754,0.176470588235294,0.8181818181818182
898285410874535937,,0.5
216548609,0.166666666666666,0.5
2516369287,0.281541807028007,0.5
2180986699,0.25,0.6
141446950,0.233224282099648,0.2857142857142857
167509879,0.078947368421052,0.8
245969770,0.25,0.625
444349753,0.25,0.5
335047377,0.174400128300022,0.75
1140601999093829632,0.25,0.375
378026124,0.166666666666666,0.375
1868296008,0.178571428571428,0.375
828644771681943552,0.25,0.4444444444444444
290688430,0.325892857142857,0.5714285714285714
739837889085902848,0.333333333333333,0.5
493641739,0.392857142857142,0.4444444444444444
756502473376927744,0.09375,0.375
848222623,0.125,0.6
294829484,,0.5
195292756,0.285714285714285,0.6
3238093166,0.375,0.8888888888888888
483184491,0.395833333333333,0.625
788428342680838145,,0.5
1224543291695226880,0.0,0.7142857142857143
55298492,0.375,0.6
231129000,0.166666666666666,0.4444444444444444
248075173,0.041666666666666,0.5
553150054,0.277777777777777,0.5714285714285714
22627214,0.166666666666666,0.5714285714285714
4655725474,0.25,0.6666666666666666
1548265628,0.0,0.6
1693105232,0.1875,0.5384615384615384
823948633447878656,0.75,1.0
2722159461,0.25,0.6153846153846154
756548669013393408,0.375,0.4444444444444444
72458670,0.770833333333333,0.75
30098358,0.166666666666666,0.2222222222222222
4336219349,0.805555555555555,1.0
37733742,0.3125,0.5714285714285714
55784997,0.125,0.4
3138046333,0.1875,0.5454545454545454
2935352086,,0.5
124232329,0.269230769230769,0.6666666666666666
825235772496154625,,0.5
783474558124699648,0.1875,0.5
380130847,0.142857142857142,0.25
19088152,0.214285714285714,0.2857142857142857
129833154,0.083333333333333,0.3333333333333333
27756527,0.15,0.375
3720171979,0.395833333333333,0.5714285714285714
2807769655,0.178571428571428,0.4444444444444444
2912992801,0.25,0.5
2960463075,0.25,0.5
15444711,0.8097826086956521,0.8333333333333334
334112229,0.25,0.8333333333333334
897946928842977280,0.333333333333333,0.875
53679382,0.204545454545454,0.4444444444444444
77007129,0.25,0.45454545454545453
2379621469,0.241337012738182,0.5
44146501,0.140625,0.75
987816354,0.166666666666666,0.6666666666666666
534609625,0.107142857142857,0.6
250285891,0.375,0.75
212247609,0.214285714285714,0.4
541681747,0.21875,0.6923076923076923
970398272467615744,0.892857142857142,1.0
4861743075,0.0625,0.75
59963295,0.119565217391304,0.5
353513434,0.0,0.7777777777777778
628524513,0.25,0.125
411349665,0.25,0.5
16649350,0.25,0.5
397393302,0.25,0.3333333333333333
16551206,0.2,0.625
64598597,0.0,0.4444444444444444
30681172,0.388888888888888,0.4
2233061046,0.277027027027027,0.42857142857142855
575352444,0.185483870967741,0.6666666666666666
16069383,0.416666666666666,0.6666666666666666
952603438432555009,,0.5
528044985,0.25,0.4
13145242,0.3125,0.5
120589645,0.207627012639181,0.2857142857142857
44170811,0.8557692307692301,0.5
3403645486,0.291666666666666,0.7142857142857143
520344647,0.295454545454545,0.3333333333333333
909523741,0.216666666666666,0.625
89003499,0.1875,0.2222222222222222
474925467,0.194444444444444,0.8
603025587,0.33695652173913,0.4
25680726,0.305555555555555,0.5
814046047546679296,,0.5
360285166,0.090163934426229,0.5555555555555556
15887287,0.25,0.42857142857142855
1963251169,,0.5
411643866,0.625,0.8333333333333334
392000744,0.392857142857142,0.5714285714285714
57790965,0.28125,0.625
31074664,0.208333333333333,0.75
30234319,0.1875,0.75
305699141,0.166666666666666,0.5
253840360,0.1875,0.8888888888888888
2895893195,0.057471264367816,0.5555555555555556
16055468,0.214285714285714,0.7142857142857143
71090136,0.444444444444444,0.42857142857142855
117772496,0.25,0.5714285714285714
67919206,,0.5
16174854,0.875,0.42857142857142855
54731329,0.35,0.7142857142857143
125131962,0.25,0.7142857142857143
35395312,0.194444444444444,0.25
158124377,0.363636363636363,0.2
306460888,0.164285714285714,0.5555555555555556
1080602371,0.314814814814814,0.4444444444444444
1653279235,0.125,0.8
19939448,0.25,0.14285714285714285
58974661,0.227272727272727,0.5
2416603111,0.375,0.3
343517763,0.0,0.625
7694282,0.276315789473684,0.4444444444444444
786283304202887168,0.25,0.7142857142857143
24574888,0.338235294117647,0.42857142857142855
362736436,0.5,0.2222222222222222
498494108,0.0,0.45454545454545453
2908478991,0.352941176470588,0.6666666666666666
18458105,0.75,0.5
18168810,0.2,0.7
1671770444,0.08,0.6666666666666666
72070979,0.125,0.7142857142857143
930932307707379712,0.729729729729729,0.6666666666666666
29383977,0.198469326522145,0.5
14703552,0.214285714285714,0.5714285714285714
3648630734,0.0625,0.5714285714285714
518015821,0.3125,0.5
792010008,0.178571428571428,0.5714285714285714
1286282484,0.088235294117647,0.2222222222222222
236978140,0.0625,0.5
2839109183,0.277777777777777,0.42857142857142855
25617737,0.275,0.6
290894597,0.892857142857142,1.0
567770489,0.25,0.625
149527508,0.807692307692307,0.7142857142857143
3179766628,0.25,0.8571428571428571
466144416,0.714094113124865,0.75
17058406,0.4375,0.3333333333333333
264007475,0.735,0.3333333333333333
633525067,0.159090909090909,0.4
327146357,0.333333333333333,0.8333333333333334
141601015,0.763157894736842,0.75
495616310,0.208333333333333,0.5
4874334687,0.75,0.625
24523648,0.4,0.8571428571428571
16813992,0.23076923076923,0.42857142857142855
2751254391,0.5,0.6
801249402,0.403846153846153,0.375
21130921,0.5,0.42857142857142855
16411802,0.232142857142857,0.5
702467189,,0.5
3584730737,0.333333333333333,0.42857142857142855
893866556,0.7402597402597401,0.8
240117156,0.222222222222222,0.4444444444444444
56763156,0.181818181818181,0.9
441398474,0.125,0.4
2205026383,0.935344827586206,0.25
181493561,0.35,0.4
378229145,0.35,0.5714285714285714
13169552,0.25,0.42857142857142855
26490797,0.219230769230769,0.3333333333333333
29227739,0.25,0.7
846851895742402561,,0.5
15984412,0.29375,0.23076923076923078
2207451133,0.125,0.7777777777777778
222962448,0.25,0.375
428012581,0.25,0.42857142857142855
103800836,0.102769497043219,1.0
30745312,0.267857142857142,0.375
174893636,0.083333333333333,0.6666666666666666
177615457,0.208333333333333,0.3333333333333333
162518255,0.375,0.875
3394688199,0.205981670044942,0.7142857142857143
605661519,0.251401422677131,0.6666666666666666
895846316,0.367647058823529,0.5714285714285714
622406613,0.236920454014829,0.6666666666666666
818512825,0.197368421052631,0.4
34185615,0.232142857142857,0.5
932889090,0.176470588235294,0.6
23279209,0.25,0.3333333333333333
1720436113,0.285714285714285,0.5555555555555556
1739399305,0.75,0.5555555555555556
2316440479,,0.5
851561316,0.769230769230769,0.75
2273724902,0.495830754374109,0.375
21978672,0.295454545454545,0.5
2717843337,,0.5
17479269,0.147540983606557,0.6666666666666666
2727267037,0.25,0.4444444444444444
14565056,0.25,0.45454545454545453
942232278,0.3125,0.375
400289635,0.27927018987692,0.6666666666666666
926086087,0.25,0.8
592010863,0.25,0.6153846153846154
1639905841,0.5,0.75
144255467,0.249243930776936,0.5
757720039961145344,0.271739130434782,0.36363636363636365
576311581,0.6590909090909091,0.5714285714285714
3186919122,0.25,0.75
583377732,0.37109375,0.7
2669657311,0.5,0.3333333333333333
406569491,0.0,0.5555555555555556
303440327,0.333333333333333,0.42857142857142855
14747206,0.275,0.42857142857142855
2936440295,0.235294117647058,0.7
29720498,0.2,0.6666666666666666
793577522,0.365384615384615,0.6666666666666666
3931782256,0.305555555555555,0.7
336532267,0.191176470588235,0.6666666666666666
28539560,0.194444444444444,0.5
78677871,0.289473684210526,0.8
32321642,0.136363636363636,0.375
874679220,0.625,0.8571428571428571
174739508,0.267857142857142,0.2
29376628,0.083333333333333,0.375
548136521,0.0,0.7692307692307693
842831971751514112,0.25,0.2857142857142857
328380846,0.25,0.7142857142857143
19155796,0.166666666666666,0.6666666666666666
475511669,0.25,0.9
36411279,0.25,0.7777777777777778
40813112,0.166699542191261,0.5555555555555556
69943118,0.1,0.7
1511173884,0.125,0.5
849421435852423169,,0.5
289164727,0.1,0.0
963318835,0.166666666666666,0.3333333333333333
404767549,0.25,0.5555555555555556
347982178,0.25,0.5714285714285714
186253983,0.5,0.375
3041126655,0.181818181818181,0.625
1005710792,0.583333333333333,0.45454545454545453
833711960,0.083333333333333,0.6666666666666666
2207038766,,0.5
494138234,0.166666666666666,0.6666666666666666
806937114,0.111111111111111,0.16666666666666666
33607538,0.25,0.4
1277621821,0.196428571428571,0.4444444444444444
813286,0.21875,0.6
18278752,0.3125,0.5555555555555556
131262036,0.15,0.42857142857142855
20939926,0.25,0.42857142857142855
16581824,0.8250000000000001,0.7
788600058186981376,0.166666666666666,0.25
2318248295,0.284090909090909,0.2727272727272727
434507877,0.25,0.4444444444444444
317874732,0.5,0.5
18346641,0.25,0.5555555555555556
931268216,0.375,0.8888888888888888
2370789662,0.25,0.3333333333333333
469822357,0.0,0.5
32392075,0.583333333333333,0.375
709066874,0.243670886075949,0.4
49334899,0.285087719298245,0.5
24273884,0.282894736842105,0.6
395134466,0.175,0.4
336458153,0.120903011058337,0.4444444444444444
3167698211,0.25,0.6
15168892,0.25,0.5555555555555556
22866509,0.25,0.625
51223109,0.185775070487293,0.75
15251710,0.295454545454545,0.5
20442510,0.277777777777777,0.5714285714285714
19885913,0.583333333333333,0.3333333333333333
272122615,0.25,0.4444444444444444
4831667699,0.45,0.6363636363636364
18871467,0.5,0.6
961016074861821952,0.7272727272727271,0.6666666666666666
826265492650393600,0.366666666666666,0.4
123945881,0.375,0.375
55340188,0.152953009304289,0.4
302984479,0.152777777777777,0.3333333333333333
3070603895,0.0,0.5
1682037792,0.25,0.7142857142857143
95921074,0.258620689655172,1.0
1887907038,0.416666666666666,0.14285714285714285
355740487,0.1875,0.125
44366594,0.260416666666666,0.1111111111111111
323955683,0.25,0.3
15060810,0.166666666666666,0.5
704694546114805761,,0.5
19298483,0.291666666666666,0.7
27129267,0.2625,0.7
400258961,0.178571428571428,0.5714285714285714
3119327170,0.28125,0.5
14306590,0.270833333333333,0.3
405223693,0.271186440677966,0.2857142857142857
823565264507633664,0.25,0.625
391464284,,0.5
119983270,0.25,0.4
860645659,0.125,0.7
103732069,0.25,0.5714285714285714
3166028219,0.375,0.5555555555555556
46410186,0.166800326608089,0.5
183250863,0.25,0.5555555555555556
1906014422,0.6666666666666661,0.8333333333333334
746118130322247680,0.3,0.45454545454545453
